_ - uri,_ - rank,_ - name,_ - country,_ - profits,_ - marketValue,_ - ceo,_ - revenue,_ - headquarters,_ - industry,_ - state
bank-of-nagoya,1941,Bank of Nagoya,Japan,62.2,684,Kazumaro Kato,498,Japan,Regional Banks,
bank-of-nanjing,646,Bank of Nanjing,China,1064.8,8320,Fu Lin,6313,China,Regional Banks,
bank-of-ny-mellon,161,Bank of New York Mellon,United States,3161,44181,Gerald Hassell,15429,New York,Major Banks,New York
bank-of-ningbo,711,Bank of Ningbo,China,1022.5,8096,Hua Lu,5485,China,Regional Banks,
bank-of-nova-scotia,91,Bank of Nova Scotia,Canada,5471.9,61737,Brian Porter,24395,Canada,Major Banks,
bank-of-qingdao,1791,Bank of Qingdao,China,289.2,2512,Shao Guo,1514,China,Regional Banks,
bank-of-queensland,1852,Bank of Queensland,Australia,246.8,3493,Jon Sutton,1757,Australia,Regional Banks,
bank-of-tianjin,1065,Bank of Tianjin,China,716.9,1661,Fu Yuan,4136,China,Regional Banks,
bank-of-yokohama,1032,Bank of Yokohama,Japan,646.2,5774,Tatsumaro Terazawa,2565,Japan,Regional Banks,
bank-of-zhengzhou,1299,Bank of Zhengzhou,China,534.4,2943,Da Fan,2161,China,Regional Banks,
bankia,640,Bankia,Spain,1154.4,11574,José Álvarez,4452,Spain,Regional Banks,
bankinter,1156,Bankinter,Spain,408.1,6859,María Treviño,2209,Spain,Regional Banks,
banque-centrale-populaire,1844,Banque Centrale Populaire,Morocco,257.4,4110,Mohamed Benchaaboun,2114,Morocco,Regional Banks,
banque-saudi-fransi,871,Banque Saudi Fransi,Saudi Arabia,1083.5,8408,Francois Couvegnes,1856,Saudi Arabia,Regional Banks,
banque-nationale-de-belgique,1840,Banque nationale de Belgique,Belgium,902.8,1343,Luc Coene,1742,Belgium,Regional Banks,
baoshan-iron-steel,728,Baoshan Iron & Steel,China,161.1,14456,Zhan Liu,26038,China,Iron & Steel,
barclays,420,Barclays,United Kingdom,-495,41774,Jes Staley,38889,United Kingdom,Major Banks,
barratt-developments,1244,Barratt Developments,United Kingdom,796,7425,Mark Clare,6201,United Kingdom,Construction Services,
barrick-gold,913,Barrick Gold,Canada,-2960,18799,John Thornton,9090,Canada,Diversified Metals & Mining,
barwa-real-estate,1875,Barwa Real Estate,Qatar,839.4,3654,Salman Al-Hasan Al-Muhannadi,1278,Qatar,Real Estate,
bashneft,1113,Bashneft,Russia,949,6420,Alexander Korsik,9868,Russia,Oil & Gas Operations,
basler-kantonalbank,1803,Basler Kantonalbank,Switzerland,113.2,2072,Guy Lachappelle,804,Switzerland,Regional Banks,
baxalta,783,Baxalta,United States,928,28266,Ludwig Hantson,6148,Texas,,Texas
baxter-international,520,Baxter International,United States,968,23834,José Almeida,12747,Illinois,Medical Equipment & Supplies,Illinois
baywa,1730,BayWa,Germany,53.5,1195,Klaus Lutz,16465,Germany,Specialty Stores,
bayer,97,Bayer,Germany,4510,102527,Werner Baumann,51634,Germany,Diversified Chemicals,
becton-dickinson,524,Becton Dickinson,United States,688,33865,Vincent Forlenza,11216,New Jersey,Medical Equipment & Supplies,New Jersey
bed-bath-beyond,991,Bed Bath & Beyond,United States,841.5,8039,Steven Temares,12104,New Jersey,Specialty Stores,New Jersey
beiersdorf,930,Beiersdorf,Germany,731.9,20226,Stefan Heidenreich,7414,Germany,Household/Personal Care,
beijing-capital-development-co-ltd,1971,Beijing Capital Development,China,321.7,3601,Wen Yang,2990,China,Real Estate,
beijing-enterprises,993,Beijing Enterprises,Hong Kong,731,6839,Si Zhou,7759,Hong Kong,Natural Gas Utilities,
belgacom,1157,Belgacom,Belgium,534.5,11505,Dominique Leroy,6591,Belgium,Telecommunications services,
belle-international-holdings,1445,Belle International Holdings,Hong Kong,781.3,5306,Baijiao Sheng,6580,Hong Kong,Apparel/Footwear Retail,
bendigo-adelaide-bank,1568,Bendigo & Adelaide Bank,Australia,304.1,3328,Michael Hirst,2383,Australia,Regional Banks,
berkeley-group-holdings-plc,1894,Berkeley Group Holdings,United Kingdom,630,5766,Robert Grenville Perrins,3440,United Kingdom,Construction Services,
berkshire-hathaway,4,Berkshire Hathaway,United States,24083,360145,Warren Buffett,210821,Nebraska,Investment Services,Nebraska
bestv-new-media,1598,BesTV New Media,China,442.8,10890,Jian Wang,2662,China,,
best-buy,637,Best Buy,United States,897,10742,Hubert Joly,39528,Minnesota,Computer & Electronics Retail,Minnesota
bharat-petroleum,650,Bharat Petroleum,India,786.1,10492,Srinivasan Varadarajan,38355,India,Oil & Gas Operations,
bharti-airtel,453,Bharti Airtel,India,849.1,21214,Gopal Vittal,14739,India,Telecommunications services,
bidvest-group,1062,Bidvest Group,South Africa,482,8358,Brian Joffe,15090,South Africa,Conglomerates,
biomarin-pharmaceutical,1894,BioMarin Pharmaceutical,United States,-171.8,15157,Jean-Jacques Bienaimé,877,California,Biotechs,California
biogen-idec,384,Biogen Idec,United States,3547,61926,George Scangos,10858,Massachusetts,Biotechs,Massachusetts
blackrock,211,BlackRock,United States,3180,60366,Laurence Fink,11299,New York,Investment Services,New York
blom-bank,1564,Blom Bank,Lebanon,387.7,2150,Elias Aractingi,1808,Lebanon,Regional Banks,
boeing,76,Boeing,United States,5172,85321,Dennis Muilenburg,96114,Illinois,Aerospace & Defense,Illinois
bohai-financial-investment-holding,1878,Bohai Financial Investment Holding,China,207.6,6496,Hong Zhou,1524,China,Rental & Leasing,
bolsas-mercados,1871,Bolsas & Mercados,Spain,192.4,2844,Antonio Martínez,376,Spain,Investment Services,
bombardier,1228,Bombardier,Canada,-5495.5,3037,Alain Bellemare,18174,Canada,Aerospace & Defense,
borgwarner,1175,BorgWarner,United States,609.7,8397,James Verrier,8024,Michigan,Auto & Truck Parts,Michigan
boston-properties,978,Boston Properties,United States,582.7,19876,Owen Thomas,2489,Massachusetts,Real Estate,Massachusetts
boston-scientific,974,Boston Scientific,United States,-239,26759,Michael Mahoney,7477,Massachusetts,Medical Equipment & Supplies,Massachusetts
bouygues,572,Bouygues,France,446.9,11726,Martin Bouygues,35960,France,Construction Services,
brait,1416,Brait,Malta,3328.6,5808,Phillip Moleketi,3403,Malta,,
brambles,1142,Brambles,Australia,589.2,15329,Thomas Gorman,5421,Australia,Business & Personal Services,
braskem,951,Braskem,Brazil,940.1,5158,Fernando Musa,14155,Brazil,Specialized Chemicals,
brenntag,1187,Brenntag,Germany,404.8,8819,Steven Holland,11473,Germany,Specialized Chemicals,
bridgestone,272,Bridgestone,Japan,2348.3,30893,Masaaki Tsuya,31308,Japan,Auto & Truck Parts,
bristol-myers-squibb,293,Bristol-Myers Squibb,United States,1624,118221,Giovanni Caforio,16560,New York,Pharmaceuticals,New York
british-american-tobacco,177,British American Tobacco,United Kingdom,6554.3,111042,Nicandro Durante,20020,United Kingdom,Tobacco,
british-land,889,British Land,United Kingdom,2359.7,10161,Chris Grigg,786,United Kingdom,Real Estate,
british-sky-broadcasting,452,British Sky Broadcasting,United Kingdom,959.5,23858,Jeremy Darroch,17425,United Kingdom,Broadcasting & Cable,
broadcom,687,Broadcom,United States,1390,58696,Hock Tan,6960,California,Semiconductors,California
brookfield-asset-management,197,Brookfield Asset Management,Canada,2330.2,33378,Bruce Flatt,20094,Canada,Real Estate,
brown-forman,1217,Brown-Forman,United States,686,19259,Paul Varga,3047,Kentucky,Beverages,Kentucky
bunge,644,Bunge,United States,772,8382,Soren Schroder,43455,New York,Food Processing,New York
bunzl,1238,Bunzl,United Kingdom,355.5,9996,Frank van Zanten,9915,United Kingdom,Business & Personal Services,
burberry-group,1665,Burberry Group,United Kingdom,542.5,8005,Christopher Bailey,3904,United Kingdom,Apparel/Accessories,
baloise-group,805,Bâloise Group,Switzerland,531.8,6253,Andreas Burckhardt,9183,Switzerland,Diversified Insurance,
ch-robinson-worldwide,988,C.H. Robinson Worldwide,United States,509.7,10895,John Wiehoff,13476,Minnesota,Other Transportation,Minnesota
ca,1190,CA,United States,752,12578,Michael Gregoire,4039,New York,Software & Programming,New York
cbre-group,973,CBRE Group,United States,547.1,10201,Robert Sulentic,10856,California,Real Estate,California
cbs,425,CBS,United States,1413,25707,Leslie Moonves,13886,New York,Broadcasting & Cable,New York
cdw,1249,CDW,United States,403.1,6984,Thomas Richards,12989,Illinois,,Illinois
cez-group,747,CEZ Group,Czech Republic,843.1,9769,Daniel Beneš,8405,Czech Republic,Electric Utilities,
cf-industries-holdings,1274,CF Industries Holdings,United States,699.9,7748,W Will,4308,Illinois,Specialized Chemicals,Illinois
cgi-group,955,CGI Group,Canada,765.2,14480,Michael Roach,8152,Canada,Computer Services,
cgn-power,794,CGN Power,China,1050,15352,Li Gao,3849,China,Diversified Utilities,
cic-group,499,CIC Group,France,1232,7393,Alain Fradin,12331,France,Regional Banks,
cimb-group-holdings,668,CIMB Group Holdings,Malaysia,728.8,10740,Zafrul Abdul Aziz,5902,Malaysia,Regional Banks,
cit-group,915,CIT Group,United States,1056.6,6860,Ellen Alemany,3966,New York,Consumer Financial Services,New York
cj-cheiljedang,1695,CJ Cheiljedang,South Korea,167.2,4248,Cheol-Ha Kim,11419,South Korea,Food Processing,
cj-corp,1225,CJ Corp,South Korea,181.8,5401,Chae-Wook Lee,18702,South Korea,Food Processing,
ck-hutchison,127,CK Hutchison,Hong Kong,5896.2,48218,Kin Fok,21510,Hong Kong,Conglomerates,
clp-holdings,442,CLP Holdings,Hong Kong,2021.3,23615,Richard Lancaster,10409,Hong Kong,Electric Utilities,
cme-group,600,CME Group,United States,1247,31899,Phupinder Gill,3330,Illinois,Investment Services,Illinois
cms-energy,921,CMS Energy,United States,523,11011,John Russell,6456,Michigan,Electric Utilities,Michigan
cnh-industrial,765,CNH Industrial,United Kingdom,236,10093,Richard Tobin,26378,United Kingdom,Heavy Equipment,
cno-financial-group,1815,CNO Financial Group,United States,270.7,3486,Ed Bonach,3909,Indiana,Life & Health Insurance,Indiana
cnooc,134,CNOOC,China,3237.3,58022,Fan Li,27288,China,Oil & Gas Operations,
cnp-assurances,282,CNP Assurances,France,1253.1,11688,Frédéric Lavenir,46838,France,Diversified Insurance,
cp-all,1068,CP All,Thailand,399.2,11778,Tanin Buranamanit,11432,Thailand,Food Retail,
cr-bard,1892,CR Bard,United States,131.4,15174,Timothy Ring,3416,New Jersey,Medical Equipment & Supplies,New Jersey
crh,376,CRH,Ireland,802.9,23420,Albert Manifold,26209,Ireland,Construction Materials,
crrc,221,CRRC,China,1877.4,38772,Yan Wang,38178,China,Heavy Equipment,
csl,818,CSL,Australia,1405.8,37020,Paul Perreault,5780,Australia,Biotechs,
csn,1927,CSN,Brazil,376.6,5170,Benjamin Steinbruch,4590,Brazil,Iron & Steel,
cst-brands,1973,CST Brands,United States,150,2902,Kimberly Lubel,11020,Texas,Specialty Stores,Texas
csx,377,CSX,United States,1882,26315,Michael Ward,11402,Florida,Railroads,Florida
cvs-health,62,CVS Health,United States,5202,110802,Larry Merlo,153290,Rhode Island,Drug Retail,Rhode Island
cablevision,1710,Cablevision Systems,United States,175.4,9304,James Dolan,6510,New York,Broadcasting & Cable,New York
caesars-entertainment,1198,Caesars Entertainment,United States,5920,1073,Mark Frissora,4654,Nevada,Casinos & Gaming,Nevada
caixabank,347,CaixaBank,Spain,902.7,18788,Gonzalo Rotaeche,12515,Spain,Regional Banks,
calpine,1669,Calpine,United States,235,5533,John Hill,6063,Texas,Electric Utilities,Texas
caltex-australia,1260,Caltex Australia,Australia,391.3,6652,Julian Segal,14777,Australia,Oil & Gas Operations,
campbell-soup,934,Campbell Soup,United States,709,18747,Denise Morrison,7997,New Jersey,Food Processing,New Jersey
canadian-imperial-bank,217,Canadian Imperial Bank,Canada,2802.7,31238,Victor Dodig,13294,Canada,Regional Banks,
canadian-national-railway,368,Canadian National Railway,Canada,2765.4,51559,Claude Mongeau,9857,Canada,Railroads,
canadian-natural-resources,736,Canadian Natural Resources,Canada,-497.9,33475,N. Edwards,9663,Canada,Oil & Gas Operations,
canadian-pacific-railway,785,Canadian Pacific Railway,Canada,1198.2,22787,E Harrison,5060,Canada,Railroads,
canadian-tire,1100,Canadian Tire,Canada,515.4,7925,Michael Medline,9598,Canada,Specialty Stores,
canadian-utilities,1941,Canadian Utilities,Canada,281.4,7407,Nancy Southern,2551,Canada,Electric Utilities,
canara-bank,946,Canara Bank,India,468.5,1724,Rakesh Sharma,7954,India,Regional Banks,
canon,254,Canon,Japan,1818.9,40413,Fujio Mitarai,31390,Japan,Business Products & Supplies,
capgemini,578,Capgemini,France,1246.4,15201,Paul Hermelin,13213,France,Computer Services,
capita,1616,Capita,United Kingdom,80.5,9731,Andy Parker,7141,United Kingdom,Business & Personal Services,
capitaland,926,CapitaLand,Singapore,810,10067,Lim Ming Yan,3507,Singapore,Real Estate,
capital-one-financial,123,Capital One Financial,United States,4030,39221,Richard Fairbank,25015,Virginia,Consumer Financial Services,Virginia
carmax,786,CarMax,United States,623.4,10316,Thomas Folliard,15150,Virginia,Specialty Stores,Virginia
cardinal-health,268,Cardinal Health,United States,1369,28622,George Barrett,112422,Ohio,Pharmaceuticals,Ohio
carlsberg,1017,Carlsberg,Denmark,-435,14691,Cees't Hart,9716,Denmark,Beverages,
carnival,311,Carnival,United States,1850,37769,Arnold Donald,15835,Florida,Hotels & Motels,Florida
carrefour,279,Carrefour,France,1086.7,21875,Georges Plassat,87446,France,Food Retail,
catcher-technology,1783,Catcher Technology,Taiwan,791.1,5568,Shui Hung,2595,Taiwan,Aluminum,
caterpillar,155,Caterpillar,United States,2102,45607,Douglas Oberhelman,47011,Tennessee,Heavy Equipment,Tennessee
cathay-financial,318,Cathay Financial,Taiwan,1811.2,14057,Hong Tsai,14400,Taiwan,Life & Health Insurance,
cathay-pacific,789,Cathay Pacific Airways,Hong Kong,773.9,6745,Kwok Chu,13201,Hong Kong,Airline,
cattolica-assicurazioni,1591,Cattolica Assicurazioni,Italy,67.6,1189,Giovanni Mazzucchelli,6244,Italy,Diversified Insurance,
celanese,1534,Celanese,United States,325,10657,Mark Rohr,5628,Texas,Diversified Chemicals,Texas
celgene,397,Celgene,United States,1602,86390,Mark Alles,9073,New Jersey,Biotechs,New Jersey
cemex,908,Cemex,Mexico,75.6,10202,Fernando Olivieri,14388,Mexico,Construction Materials,
cemig,1434,Cemig,Brazil,745.8,2649,Mauro Lemos,6374,Brazil,Electric Utilities,
cencosud,999,Cencosud,Chile,354.1,7981,Jaime Bottinelli,16875,Chile,Specialty Stores,
cenovus-energy,808,Cenovus Energy,Canada,483,12673,Brian Ferguson,10211,Canada,Oil & Gas Operations,
centene,1037,Centene,United States,355,10597,Michael Neidorff,22760,Missouri,Managed Health Care,Missouri
centerpoint-energy,1192,CenterPoint Energy,United States,-692,8961,Scott Prochazka,7433,Texas,Electric Utilities,Texas
central-bank-of-india,1559,Central Bank of India,India,108.9,2048,Rajeev Rishi,4641,India,Regional Banks,
central-japan-railway,284,Central Japan Railway,Japan,2509,38672,Yoshiomi Yamada,14303,Japan,Railroads,
centrica,708,Centrica,United Kingdom,-1141.3,16968,Iain Conn,42734,United Kingdom,Natural Gas Utilities,
century-tokyo-leasing,1256,Century Tokyo Leasing,Japan,336.9,3810,Toshihito Tamba,7489,Japan,Rental & Leasing,
centurylink,407,CenturyLink,United States,878,17144,Glen Post,17900,Louisiana,Telecommunications services,Louisiana
cerner,1211,Cerner,United States,539.4,19770,Neal Patterson,4425,Missouri,Healthcare Services,Missouri
chang-hwa-bank,1406,Chang Hwa Bank,Taiwan,366.7,4424,Ming Chang,1362,Taiwan,Regional Banks,
changjiang-securities,1392,Changjiang Securities,China,555.8,7034,Dan Tian,1987,China,Oil & Gas Operations,
charles-schwab,350,Charles Schwab,United States,1557,39272,Walt Bettinger,6680,California,Investment Services,California
charoen-pokphand-foods,1295,Charoen Pokphand Foods,Thailand,322.7,5635,Adirek Sripratak,12294,Thailand,Food Processing,
charter-communications,784,Charter Communications,United States,-271,22252,Thomas Rutledge,9754,Connecticut,Broadcasting & Cable,Connecticut
check-point-software,1275,Check Point Software,Israel,692.4,14998,Gil Shwed,1662,Israel,Software & Programming,
cheil-industries,363,Cheil Industries,South Korea,2426.9,22939,Chi-Hun Choi,11791,South Korea,Apparel/Accessories,
cheniere-energy,1652,Cheniere Energy,United States,-975.1,8812,Jack Fusco,271,Texas,,Texas
chesapeake-energy,1484,Chesapeake Energy,United States,-14684,4458,Robert Lawler,10603,Oklahoma,Oil & Gas Operations,Oklahoma
cheung-kong-property-holdings,401,Cheung Kong Property Holdings,Hong Kong,2207.4,25884,Tzar Li,7463,Hong Kong,Real Estate,
chevron,28,Chevron,United States,4587,192258,John Watson,129866,California,Oil & Gas Operations,California
chiba-bank,1227,Chiba Bank,Japan,449.8,4830,Hidetoshi Sakuma,1708,Japan,Regional Banks,
chicago-bridge-iron,1810,Chicago Bridge & Iron,Netherlands,-504.4,4306,Philip Asherman,12930,Netherlands,Construction Services,
china-agri-industries,1994,China Agri-Industries,China,-42.9,1882,Jing Chi,10648,China,Diversified Chemicals,
china-cinda-asset-management,374,China Cinda Asset Management,China,2235.2,12247,Wei Chen,11474,China,,
china-citic-bank,79,China Citic Bank,China,6559.7,40424,Zhen Chang,41187,China,Regional Banks,
china-coal-energy,982,China Coal Energy,China,-400.3,9241,Yan Li,9198,China,Diversified Metals & Mining,
china-communications-construction,151,China Communications Construction,China,2468.3,26498,Xiang Liu,62629,China,Construction Services,
china-communications-services,1530,China Communications Services,China,371.9,3322,Fang Han,12876,China,Telecommunications services,
china-construction-bank,2,China Construction Bank,China,36393.4,162774,You Guo,146816,China,Regional Banks,
china-cosco-holdings,1167,China Cosco Holdings,China,50.4,8070,Li Jiang,9143,China,Other Transportation,
china-development-financial,1928,China Development Financial,Taiwan,268.6,3859,Wen Yang,1191,Taiwan,Major Banks,
china-eastern-airlines,607,China Eastern Airlines,China,730,10929,Xu Ma,14905,China,Airline,
china-energy-engineering,710,China Energy Engineering,China,673.9,5304,Yan Ding,32727,China,Construction Services,
china-everbright-bank,139,China Everbright Bank,China,4706.4,25667,Hao Cai,27061,China,Regional Banks,
china-fortune-land-development,833,China Fortune Land Development,China,763.8,10713,Liang Jin,5668,China,,
china-galaxy-securities,702,China Galaxy Securities,China,1567.7,9320,Gu Weiguo,5340,China,,
china-gezhouba,1094,China Gezhouba,China,426.9,4220,Jian He,12786,China,Construction Services,
china-grand-automotive-services,1476,China Grand Automotive Services,China,149,9657,Tao Yang,7030,China,Investment Services,
china-great-wall-computer,1922,China Great Wall Computer,China,-8.6,2489,Yue Ma,11635,China,Computer Hardware,
china-hongqiao-group,1204,China Hongqiao Group,China,583.7,5307,Bo Zhang,7022,China,Aluminum,
china-huarong-asset-management,348,China Huarong Asset Management,China,2304.2,14254,Gan Gao,11309,China,Major Banks,
china-international-marine,1350,China International Marine,China,316.1,5512,Bo Mai,9283,China,Heavy Equipment,
